Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Luis L. Ortiz","PIT",5,4,1,31,9,101,6.950495312020153,2.7623763419567275,1.0693069710800236,0.25,0.75815739,0.39,0.09090909,95.82698404130025,3.564356570266745,4.19,4.261582517114391,4.696577997122866,0.6342229545116425,"Luis L. Ortiz",27646,682847
"Yariel Rodríguez","TOR",1,5,0,15,15,60.1,9.39779084750778,4.475138498813228,1.1933702663501944,0.2727272727272727,0.71030641,0.39375,0.125,,4.325967215519454,4.13,4.438815776128881,4.321765374068185,0.6062827706336975,"Yariel Rodriguez",33838,684320
"Pete Fairbanks","TBR",3,3,23,46,0,45.1,8.735294362665467,3.3750000946662033,0.7941176693332243,0.26666666666666666,0.69620253,0.434426229,0.086956521,97.43406464041095,3.573529511999509,3.96,3.4934549368376553,3.8833260914544083,0.6008731126785278,"Pete Fairbanks",17998,664126
"Shawn Armstrong","- - -",2,2,1,47,7,57.1,9.575582244835987,3.2965119203533724,0.9418605486723921,0.3575757575757576,0.67839196,0.356725146,0.084507042,93.4956701807229,5.023256259586091,4.86,3.5986191249267714,4.113861304531928,0.5986262783408165,"Shawn Armstrong",12857,542888
"Edwin Díaz","NYM",5,1,14,37,0,37,12.89189322104513,3.162162488180881,1.2162163416080312,0.2702702702702703,0.72727273,0.46835443,0.166666666,97.52338047445255,3.4054057565024873,2.48,3.270680693869526,2.7420230338457943,0.5949699878692627,"Edwin Diaz",14710,621242
"Evan Phillips","LAD",3,0,16,45,0,39.2,10.66386622990624,2.7226892501888273,1.1344538542453448,0.31,0.70731707,0.409523809,0.131578947,96.43249725877193,3.4033615627360345,3.19,3.3390431741647544,3.1514023273783613,0.5942695140838623,"Evan Phillips",17734,623465
"Randy Vásquez","SDP",3,6,0,17,17,81.2,5.840816508415892,2.4244898714179173,1.3224490207734094,0.3371212121212121,0.74410163,0.390510948,0.116504854,94.26490370203837,4.628571572706933,5.92,4.729919562198779,4.730036241943824,0.5928605198860168,"Randy Vasquez",24719,681190
"Tyler Rogers","SFG",2,4,1,64,0,58.1,6.48000056501121,0.46285718321508645,0.9257143664301729,0.2737430167597765,0.82417582,0.56830601,0.115384615,,2.7771430992905186,2.64,3.471144030092203,3.4842084695062603,0.5892468690872192,"Tyler Rogers",15541,643511
"John Brebbia","CHW",0,6,2,53,0,47.2,10.76224005900351,3.0209796656851955,1.321678603737273,0.3333333333333333,0.65292096,0.295454545,0.122807017,94.07407371596534,5.664336873159741,4.74,3.8758594401244832,3.778000055576067,0.5817985534667969,"John Brebbia",12777,605154
"Randy Rodríguez","SFG",3,2,0,33,1,50.1,9.29801524163883,2.8609277666581012,0.7152319416645253,0.29411764705882354,0.6445993,0.408759124,0.068965517,97.9050536515359,3.9337756791548895,3.12,3.261910344291107,3.9741626684653886,0.5753087252378464,"Randy Rodriguez",23974,678495
"Andrés Muñoz","SEA",2,5,18,48,0,48,10.875001728534974,4.1250006556511964,0.7500001192093085,0.21568627450980393,0.85903084,0.547169811,0.137931034,98.38008143538136,1.8750002980232712,2.98,3.3917392777072117,3.223510354633177,0.5729668140411377,"Andres Munoz",20373,662253
"Justin Verlander","HOU",3,3,0,11,11,62,8.274193548387096,2.6129032258064515,1.596774193548387,0.26627218934911245,0.79872204,0.247191011,0.108910891,93.8481046327821,3.9193548387096775,3.69,4.694830639131608,4.855801890838531,0.5721386671066284,"Justin Verlander",8700,434378
"Aaron Civale","- - -",4,8,0,24,24,124.1,8.46916950710784,2.8954425665325947,1.664879475756242,0.30140845070422534,0.73529412,0.353887399,0.146496815,92.06248466132199,4.777480234778782,4.08,4.771151778244699,4.278934040470663,0.5613772571086884,"Aaron Civale",19479,650644
"Graham Ashcraft","CIN",5,5,0,15,15,77.1,6.633621125952696,3.142241585977593,1.280172497990871,0.3132530120481928,0.67542214,0.486381322,0.135802469,,5.237069309962655,5.1,4.817745097270342,4.555078337002796,0.545062243938446,"Graham Ashcraft",27552,668933
"Carmen Mlodzinski","PIT",2,4,0,26,3,34,7.676471449512196,3.4411768566778806,0.26470591205214467,0.28865979381443296,0.68075117,0.43298969,0.026315789,95.965185546875,3.176470944625736,3.75,3.1625725746154787,4.473070179139598,0.5418639481067657,"Carmen Mlodzinski",27572,669387
"Tyson Miller","- - -",4,1,0,42,0,46.2,7.907144257584645,1.1571430620855578,0.9642858850712981,0.2066115702479339,0.875,0.312,0.083333333,,1.7357145931283366,3.01,3.3768583268535455,3.931415650605611,0.5376595221459866,"Tyson Miller",19976,668338
"Tylor Megill","NYM",2,5,0,10,9,47,10.53191489361702,4.212765957446808,1.148936170212766,0.3170731707317073,0.64935065,0.3828125,0.107142857,95.72624564284914,5.170212765957447,4.34,4.077466191636756,4.222587781256818,0.5355197675526142,"Tylor Megill",21318,656731
"Victor Vodnik","COL",3,3,9,55,0,64.2,7.932990938637478,4.3144336683817865,0.6958763981260946,0.31382978723404253,0.73033708,0.528795811,0.092592592,98.09652984457672,4.036083109131348,4.7,3.8893768126582886,4.149037731944335,0.5344446301460266,"Victor Vodnik",24614,680767
"Jhoan Duran","MIN",6,6,18,44,0,40.2,9.737705526990142,2.6557378709973114,0.8852459569991038,0.26,0.63451777,0.594059405,0.166666666,100.36937040441177,3.3196723387466394,2.72,3.383884063865254,2.9990906351288382,0.5213596224784851,"Jhoan Duran",21029,661395
"Jacob Webb","BAL",1,5,2,53,0,49.2,9.604029550343073,4.348994513362901,0.7248324188938169,0.24,0.71161049,0.328125,0.072727272,93.60363802792915,3.0805377802987217,3.69,3.585391485636872,4.215715000578328,0.512324869632721,"Jacob Webb",19274,657097
"Luke Weaver","NYY",4,3,0,48,0,67.1,9.757427585229323,2.539604439991194,1.2029705242063549,0.2147239263803681,0.77205882,0.360946745,0.116883116,95.562374749499,3.341584789462097,3.77,3.7566320927420738,3.7511145084703434,0.5007428526878357,"Luke Weaver",16918,596133
"Daniel Hudson","LAD",6,2,10,53,0,51.2,8.709677848061732,2.090322683534816,1.2193548987286424,0.2196969696969697,0.76530612,0.374100719,0.107692307,95.37082501535626,2.6129033544185196,3.44,3.743217764486261,3.8874619385064952,0.4938699007034302,"Daniel Hudson",7146,543339
"Jordan Hicks","SFG",4,7,1,27,20,107.2,7.857585324918324,3.678018662727726,1.0030959989257435,0.30844155844155846,0.76815642,0.511041009,0.12371134,95.87677660175399,3.84520132921535,4.86,4.342139165944825,4.257819614043477,0.4930936321616173,"Jordan Hicks",19618,663855
"Dennis Santana","- - -",2,1,2,45,0,52.1,8.770702448340028,2.9235674827800096,0.6878982312423552,0.3287671232876712,0.6231454,0.358108108,0.06779661,95.85330447635135,5.1592367343176635,3.88,3.4109802692307736,4.124955223789701,0.48126447200775146,"Dennis Santana",17878,642701
"Bryan Hoeing","- - -",2,3,0,23,2,41.1,6.750000674878465,2.8306454443038724,0.43548391450828805,0.2689075630252101,0.7918552,0.508333333,0.0625,94.71587596220128,2.17741957254144,5,3.2351532270335266,3.778757632243293,0.4810777958482504,"Bryan Hoeing",26304,663773
"Davis Daniel","LAA",1,4,0,6,6,30.1,8.307692655948708,1.7802198548461519,1.4835165457051265,0.3617021276595745,0.61538462,0.363636363,0.116279069,91.60670440051021,6.2307694919615315,4.4,4.151583605085563,4.1558756378138435,0.4728563129901886,"Davis Daniel",27582,669721
"Michael Grove","LAD",4,3,0,33,2,41.2,10.584000645996133,3.2400001977539183,0.8640000527343782,0.3106796116504854,0.64202335,0.467289719,0.121212121,94.99964735243056,5.184000316406269,3.46,3.570572599517824,3.5221798474930437,0.46800983138382435,"Michael Grove",23221,675627
"José Berríos","TOR",12,9,0,26,26,156.2,7.065957905608346,2.64255336307304,1.551063930499393,0.2545871559633027,0.81658291,0.430434782,0.15340909,94.35023020591647,3.7914896078874047,4.96,4.962572691491317,4.423717693281466,0.4517102539539337,"Jose Berrios",14168,621244
"Reed Garrett","NYM",7,5,4,39,0,45,13.600001152886383,5.200000440809499,1.200000101725269,0.36082474226804123,0.74257426,0.40776699,0.162162162,96.68762869428295,4.00000033908423,3.41,3.7403504013720896,3.25240053633715,0.4474908113479614,"Reed Garrett",16866,657585
"Christian Scott","NYM",0,3,0,9,9,47.1,7.415493156956771,2.281690202140545,1.5211268014270298,0.27205882352941174,0.73221757,0.323943661,0.111111111,94.31343900240384,4.56338040428109,4.43,4.599192331518784,4.705992432202618,0.44376614689826965,"Christian Scott",30107,681035
"José Leclerc","TEX",5,4,1,50,0,53.2,12.409940240505097,4.8633549591168626,1.1739132659937255,0.29411764705882354,0.7165109,0.341463414,0.127272727,95.50767663043479,4.695653063974902,3.67,3.8892807868973094,3.745915401193492,0.4413703978061676,"Jose Leclerc",14524,600917
"Paul Sewald","ARI",1,2,16,37,0,33.2,9.623763103202828,2.673267528667452,1.069307011466981,0.2840909090909091,0.74175824,0.282608695,0.085106382,91.34190405868902,4.009901293001178,4.34,3.7269290528897185,4.296893872183813,0.43591398000717163,"Paul Sewald",13892,623149
"Luis Medina","OAK",2,4,0,8,8,40,7.2,4.5,0.9,0.3170731707317073,0.68493151,0.385826771,0.076923076,96.08647135416666,5.175,4.55,4.437572574615478,5.106624880433083,0.42717137932777405,"Luis Medina",21649,665622
"Adam Ottavino","NYM",2,2,1,49,0,45.1,11.316178692460085,3.375000662663534,0.9926472537245687,0.3157894736842105,0.68421053,0.435897435,0.1,93.11884014423077,4.566177367133016,3.19,3.6037491318263983,3.840501700215589,0.4270594120025635,"Adam Ottavino",1247,493603
"Garrett Whitlock","BOS",1,0,0,4,4,18.1,8.345455124279724,3.436363874703416,0.49090912495763084,0.2653061224489796,0.87378641,0.448979591,0.066666666,,1.9636364998305234,4.37,3.3262089496013556,3.856381766258357,0.4257912337779999,"Garrett Whitlock",20191,676477
"Yimi García","- - -",3,0,5,39,0,39,11.307694519765711,2.7692313109630313,1.3846156554815157,0.20238095238095238,0.76923077,0.272727272,0.122448979,96.56106770833334,3.461539138703789,3.12,3.7266752490709116,3.629704085822035,0.4132717549800873,"Yimi Garcia",12095,554340
"Ian Hamilton","NYY",0,1,0,27,0,29.2,9.101125545957233,4.247191921446708,0.30337085153190774,0.36363636363636365,0.69958848,0.438202247,0.035714285,96.29580740201271,4.550562772978616,4.16,3.2974040641852156,4.288764636959561,0.41295430064201355,"Ian Hamilton",19261,641656
"Sean Reid-Foley","NYM",1,2,0,23,0,21.2,10.384617517686188,5.815385809904265,0,0.2549019607843137,0.62962963,0.607843137,0,95.17724982108778,1.66153880282979,2.87,2.793341729542192,3.702135288130364,0.39823833107948303,"Sean Reid-Foley",17034,656887
"River Ryan","LAD",1,0,0,4,4,20.1,7.967213612991934,3.983606806495967,0.4426229784995519,0.2641509433962264,0.88495575,0.5,0.047619047,96.26431725543478,1.3278689354986557,3.96,3.359293898393057,4.284266153797154,0.39528146386146545,"River Ryan",29514,689981
"Tyler Ferguson","OAK",1,1,2,30,0,34,11.117648306190077,3.97058868078217,0.794117736156434,0.2328767123287671,0.66037736,0.4,0.111111111,95.88217979753522,3.7058827687300253,3.91,3.2508078786328602,3.306563818306502,0.39048144221305847,"Tyler Ferguson",19481,621053
"Jorge Alcala","MIN",3,3,0,43,0,46.2,8.29285827266942,3.085714706109552,0.9642858456592349,0.21487603305785125,0.74418605,0.346774193,0.078125,97.9010715309633,3.085714706109552,2.96,3.934001251142867,4.618386194476212,0.3855781555175781,"Jorge Alcala",19459,660896
"Burch Smith","- - -",4,0,0,41,0,45.1,7.742648416170025,2.183823912253084,0.7941177862738487,0.3472222222222222,0.64569536,0.438356164,0.074074074,94.96084731612797,4.764706717643092,4.86,3.3831608485804368,4.040324275677993,0.3850761577486992,"Burch Smith",12784,572143
"Marcus Stroman","NYY",8,6,0,24,24,127.1,6.502618060790779,3.816754079159805,1.272251359719935,0.2773333333333333,0.77455919,0.480818414,0.135338345,90.60797991071429,3.816754079159805,4.86,5.015975790009952,4.760341204730748,0.3842795193195343,"Marcus Stroman",13431,573186
"Michael Tonkin","- - -",4,4,2,43,0,62.1,9.240643596270473,3.4652413486014275,0.7219252809586307,0.281437125748503,0.61842105,0.418604651,0.081967213,93.28668823242188,3.6096264047931537,4.25,3.643856095254566,4.083332005409645,0.37623474933207035,"Michael Tonkin",10315,543859
"Joe Boyle","OAK",3,5,0,9,9,37.2,9.796460838416502,6.929204007660453,0.7168142076890124,0.3069306930693069,0.625,0.339805825,0.071428571,97.61661783854167,6.21238979997144,4.34,4.490006292558094,5.1435161428962015,0.371805340051651,"Joe Boyle",29608,671212
"Landon Knack","LAD",2,2,1,10,8,48,8.25000049173835,2.2500001341104587,1.687500100582844,0.2125984251968504,0.91145833,0.330882352,0.136363636,93.277658045977,3.000000178813945,3.54,4.704239333172644,4.349390789329105,0.37141504883766174,"Landon Knack",27487,689017
"Shawn Dubin","HOU",1,1,1,28,2,41.1,9.36290372987198,5.225806732951804,0.4354838944126503,0.3504273504273504,0.70996979,0.466101694,0.052631578,95.06423810206422,4.354838944126503,4.08,3.598056469028129,4.361530225163149,0.3696886971592903,"Shawn Dubin",24977,681869
"Jacob Barnes","WSN",7,2,0,47,0,53.2,7.546584744966962,2.3478263651008326,1.0062112993289283,0.2781456953642384,0.74626866,0.375796178,0.101694915,95.44634331597223,3.354037664429761,4.25,3.721578852020439,3.9333431299971418,0.3655506372451782,"Jacob Barnes",12323,606930
"Merrill Kelly","ARI",3,0,0,6,6,34.2,7.009615898837742,2.5961540366065714,1.0384616146426284,0.25,0.74850299,0.448979591,0.105263157,92.1204773949795,3.6346156512491996,4.02,4.056803409446631,4.217099004513589,0.3562737703323364,"Merrill Kelly",11156,518876
"Ben Lively","CLE",10,8,0,22,22,120,7.350000467300445,3.0000001907348754,1.5750001001358096,0.2553191489361702,0.8361204,0.399425287,0.136363636,89.89674411701209,3.6750002336502225,3.99,4.904239352014336,4.573047376444327,0.35072097182273865,"Ben Lively",14932,594902
"Carson Spiers","CIN",4,5,0,15,9,69.2,8.267943111908851,2.1961723891007887,1.8086125557300612,0.3238095238095238,0.69544365,0.387387387,0.147368421,92.16661915275621,5.425837667190184,4.37,4.841998519221964,4.294997774517492,0.34865328669548035,"Carson Spiers",27685,686730
"Ben Joyce","LAA",1,0,2,26,1,29.1,7.977274110494807,4.2954552902664345,0.306818235019031,0.2692307692307692,0.82446809,0.589743589,0.058823529,102.3470799789816,2.454545880152248,3.51,3.5716635546408533,4.006293591513268,0.34807663410902023,"Ben Joyce",31461,690829
"Bowden Francis","TOR",6,3,0,21,7,63.2,8.198953207084024,2.261780195057662,1.6963351462932466,0.2571428571428571,0.70446735,0.354838709,0.148148148,93.52871241714016,4.3821991279242205,4.02,4.639012424167008,4.115773218061813,0.34580961614847183,"Bowden Francis",20548,670102
"Josh Sborz","TEX",2,1,0,16,0,16,9.000001609325697,2.250000402331424,0.562500100582856,0.28888888888888886,0.6626506,0.456521739,0.0625,95.31296049288618,3.3750006034971363,3.88,2.725072496384368,3.427228241799295,0.3433727025985718,"Josh Sborz",18323,622250
"Davis Martin","CHW",0,2,0,5,4,22.1,8.865672903726052,4.835821583850573,0.8059702639750956,0.2833333333333333,0.78767123,0.475409836,0.09090909,93.90326593572443,3.2238810559003825,4.13,4.102871215919757,4.430740977674229,0.3390077631920576,"Davis Martin",21448,663436
"Eli Morgan","CLE",1,0,0,18,0,22.1,7.2537323757758605,2.014925659937739,0.4029851319875478,0.25,0.77669903,0.265625,0.03125,92.30664696631493,2.014925659937739,2.1,2.804363568404325,4.392527070679521,0.33734211325645447,"Eli Morgan",20203,669212
"Drew Rasmussen","TBR",0,0,0,5,2,8,12.375,1.125,0,0.3181818181818182,0.625,0.545454545,0,97.47426350911458,3.375,1.87,0.7875725746154787,1.7342323370277883,0.33358897268772125,"Drew Rasmussen",25385,656876
"Kevin Kelly","TBR",3,2,1,52,0,53.2,8.217392861956078,1.1739132659937255,1.1739132659937255,0.2913907284768212,0.70881226,0.557692307,0.170731707,92.25835626775569,3.5217397979811764,3.59,3.647044716136699,3.108551702529494,0.3329124450683594,"Kevin Kelly",25679,687330
"Ryan Fernandez","STL",1,4,1,48,0,54,8.500001801385201,4.166667549698628,0.6666668079517806,0.2827586206896552,0.70783133,0.435374149,0.081632653,95.71036430027173,3.500000741746848,3.85,3.736646770351734,4.1480936237176715,0.3303849697113037,"Ryan Fernandez",24862,681676
"Kyle Leahy","STL",1,1,1,27,0,41.1,5.443549559342382,1.9596778413632574,0.6532259471210858,0.24193548387096775,0.63492063,0.396825396,0.055555555,95.59584316037736,3.70161370035282,4.28,3.5496694321687148,4.5849455455729515,0.3211264908313751,"Kyle Leahy",24763,681517
"Bradley Blalock","- - -",0,0,0,3,2,12.1,4.378378829788912,2.9189192198592746,0,0.27906976744186046,0.75,0.255813953,0,93.66023007347471,2.9189192198592746,4.13,3.1625725746154787,5.741581058110004,0.3185539785772562,"Bradley Blalock",26419,687134
"Emilio Pagán","CIN",3,3,0,26,1,25.2,10.168832932059313,3.15584470305289,1.4025976458012845,0.3064516129032258,0.79545455,0.348484848,0.129032258,94.7384033203125,3.5064941145032114,3.31,3.980754534666228,3.7841697297605315,0.3112966865301132,"Emilio Pagan",14771,641941
"Slade Cecconi","ARI",2,7,0,17,13,73.1,7.486364058246321,1.8409091946507348,1.7181819150073523,0.30454545454545456,0.62189055,0.333333333,0.122807017,94.34642545223966,6.136363982169116,4.28,4.758027209979449,4.630810030046753,0.3092518746852875,"Slade Cecconi",27500,677944
"Tayler Scott","HOU",7,3,0,54,1,60,9.150001163482814,4.350000553131174,0.9000001144409325,0.19718309859154928,0.84805654,0.44217687,0.111111111,92.75691129591702,1.9500002479553538,2.94,3.979239345126695,4.042429411035453,0.30739133059978485,"Tayler Scott",13652,605463
"Michael Kopech","- - -",3,8,11,52,0,53,12.226416634342202,4.245283553591042,1.3584907371491335,0.25225225225225223,0.76642336,0.41025641,0.166666666,98.81998833550347,3.905660869303759,3.56,4.105968919857933,3.5154682747871453,0.3043341487646103,"Michael Kopech",17282,656629
"Michel Otañez","OAK",0,0,1,19,0,19.1,13.965520915464445,4.655173638488148,0.4655173638488148,0.325,0.78125,0.390243902,0.071428571,98.16829664689782,3.2586215469417037,3.01,2.748779362305421,3.173185267650721,0.2970658838748932,"Michel Otanez",22533,671305
"Jhony Brito","SDP",1,2,0,26,0,43.2,5.97710010690181,2.0610690023799347,0.8244276009519739,0.31690140845070425,0.6741573,0.48275862,0.076923076,96.4999755859375,4.1221380047598695,3.99,3.712190975250128,4.325063405690788,0.29187971353530884,"Jhony Brito",25386,666745
"Colten Brewer","CHC",0,0,1,16,0,20.2,9.580646340234368,3.9193553210049688,0.4354839245561076,0.3709677419354839,0.55214724,0.44262295,0.041666666,,5.661291019229399,4.4,3.1141854718870228,4.244108266250327,0.29167136549949646,"Colten Brewer",12997,605155
"Cristian Javier","HOU",3,1,0,7,7,34.2,7.009615898837742,4.932692669552486,1.0384616146426284,0.26,0.76036866,0.252427184,0.075471698,91.98366873604911,3.8942310549098567,4.64,4.749111152541717,5.564786631203271,0.28972405195236206,"Cristian Javier",17606,664299
"Peter Lambert","COL",2,5,0,27,3,59.1,7.280899383521841,4.095505903231035,0.9101124229402301,0.33513513513513515,0.65462754,0.359788359,0.09375,94.7241098832111,5.46067453764138,4.43,4.325494003927996,4.644673121737937,0.288947444409132,"Peter Lambert",17969,663567
"Blake Treinen","LAD",5,3,1,35,0,31.1,10.914894724388805,2.5851066452499802,1.4361703584722112,0.2894736842105263,0.87096774,0.4125,0.151515151,94.14879072473404,2.8723407169444224,2.83,3.8647003054241154,3.385454579846099,0.281223326921463,"Blake Treinen",12572,595014
"Hans Crouse","LAA",4,3,0,24,0,24,12.37500196695359,5.625000894069814,0.7500001192093085,0.24489795918367346,0.74468085,0.24,0.064516129,,3.000000476837234,3.12,3.6209059807989448,4.494002961892746,0.27195504307746887,"Hans Crouse",22192,668968
"Alek Jacob","SDP",0,0,0,4,0,6.1,18.473685137783107,1.4210527029063929,0,0.4,0.83333333,0.3,0,87.54902449898098,1.4210527029063929,1.96,0.004677679267939272,1.2004584918090384,0.2670880854129791,"Alek Jacob",29628,689690
"Hunter Strickland","LAA",3,1,1,56,0,58.2,6.903410287928198,2.761364115171279,1.227272940076124,0.21739130434782608,0.73359073,0.363095238,0.094117647,94.44695804625984,3.528409702718857,3.67,4.423936429693717,4.845738679333521,0.26510438323020935,"Hunter Strickland",7836,519326
"Bryce Elder","ATL",2,5,0,10,10,49.2,8.335570896613147,3.0805370704874675,1.4496645037588083,0.3660130718954248,0.64066852,0.50625,0.163265306,91.67380916262135,6.523490266914638,4.96,4.55183439071767,3.952199300412452,0.2621097266674042,"Bryce Elder",27779,693821
"Jorge López","- - -",2,2,3,47,0,48,7.875001251697739,3.3750005364418882,0.7500001192093085,0.2900763358778626,0.83333333,0.515151515,0.086956521,95.88443888040413,2.4375003874302528,3.59,3.745906000667163,4.114117694891711,0.2619970664381981,"Jorge Lopez",14527,605347
"Stephen Kolek","SDP",3,0,0,42,0,46.2,7.521429596142033,2.314286029582164,0.771428676527388,0.35947712418300654,0.64327485,0.559210526,0.129032258,95.78136685363248,5.207143566559869,4.52,3.5697154872271555,3.461593848546406,0.2619357109069824,"Stephen Kolek",21487,663568
"Tony Santillan","CIN",1,1,0,14,1,14,13.500002758844122,2.57142909692269,1.285714548461345,0.1935483870967742,0.97826087,0.424242424,0.166666666,97.43314670872044,1.285714548461345,2.44,2.8768582305129575,2.3179915047548016,0.2581753097474575,"Tony Santillan",19926,663574
"Buck Farmer","CIN",2,0,0,47,0,57.1,8.162791964942217,3.7674424453579465,0.9418606113394866,0.24183006535947713,0.85139319,0.365384615,0.088235294,92.85948714114832,2.6686050654618785,4.08,4.2788518176845,4.714838783344302,0.24455001950263977,"Buck Farmer",14814,571656
"Griffin Canning","LAA",4,11,0,25,25,133,6.496240601503759,3.2481203007518795,1.6240601503759398,0.28888888888888886,0.68153656,0.4,0.143712574,93.7672662815126,5.413533834586466,4.93,5.282873326495178,4.838869480755096,0.2444189190864563,"Griffin Canning",19867,656288
"Matt Manning","DET",0,1,0,5,5,27.2,7.481928398585345,3.9036148166532234,0.9759037041633059,0.32941176470588235,0.72164948,0.306818181,0.068181818,94.1278595992823,4.8795185208165295,4.7,4.210765442050141,5.209976881144817,0.24327696859836578,"Matt Manning",20369,666159
"Jesus Tinoco","- - -",0,0,0,21,0,25.1,9.236843612055615,3.5526321584829286,0.7105264316965858,0.23809523809523808,0.69852941,0.476923076,0.08,96.42741760840782,3.9078953743312215,3.49,3.675730553063013,4.144140780651402,0.23820726573467255,"Jesus Tinoco",16300,622786
"Daysbel Hernández","ATL",2,0,0,10,0,11,11.454546447627887,4.909091334697666,0,0.28,0.84615385,0.333333333,0,97.57378724563954,0.8181818891162776,2.38,2.2534815867085034,3.768137337885316,0.23463863134384155,"Daysbel Hernandez",20271,678226
"David Festa","MIN",2,2,0,7,6,32.2,10.744898481996618,2.479591957383835,1.9285715224096494,0.3176470588235294,0.76023392,0.307692307,0.170731707,95.04501560756138,4.95918391476767,4.25,4.478899169276033,3.5942322001364584,0.232950609177351,"David Festa",30056,701581
"Enoli Paredes","MIL",1,0,1,14,0,16.2,6.480000988769683,4.320000659179788,0,0.20454545454545456,0.89473684,0.477272727,0,,1.080000164794947,4.28,3.5225726295471276,4.885762895427181,0.2235914021730423,"Enoli Paredes",20447,660600
"Drew Smith","NYM",1,1,2,19,0,17.2,11.716985348750185,4.584907310380507,1.0188682911956684,0.35555555555555557,0.82644628,0.255319148,0.08,95.13502903988487,3.056604873587005,4.43,3.558799132302683,4.230481854959445,0.22146913409233093,"Drew Smith",17755,622098
"Justin Anderson","CHW",1,0,0,40,0,40,9.225002639294425,4.72500135183373,0.9000002574921391,0.2571428571428571,0.70850202,0.388888888,0.083333333,96.1982421875,4.275001223087661,4.28,4.212572875022975,4.7301597669374065,0.2189696878194809,"Justin Anderson",16201,605121
"Josh Staumont","MIN",1,0,0,25,0,24.1,6.657535116317843,5.178082868247211,0,0.2463768115942029,0.625,0.470588235,0,94.06817267922794,3.698630620176579,4.4,3.5324356366331364,5.026342744535965,0.2182111144065857,"Josh Staumont",18335,622251
"Yency Almonte","CHC",1,0,1,17,0,15.2,11.489363567167821,4.595745426867128,0.574468178358391,0.2222222222222222,0.68181818,0.432432432,0.071428571,94.41108842329545,3.446809070150346,3.15,3.3540619674016092,3.8777968616545313,0.21802812814712524,"Yency Almonte",15068,622075
"Trent Thornton","SEA",3,2,1,57,0,57.2,9.20809410987706,2.3410408753924727,1.2485551335426521,0.3202614379084967,0.69444444,0.348101265,0.129032258,95.64383552900327,4.3699429673992825,3.88,3.908237446036785,3.73324287929397,0.2135855257511139,"Trent Thornton",17948,663423
"Matt Festa","- - -",1,1,0,5,0,7,5.142858544174888,1.285714636043722,0,0.2608695652173913,0.14285714,0.217391304,0,92.13434159128289,6.428573180218609,3.94,2.4482866657023,5.261219297619336,0.21348351973574609,"Matt Festa",19330,670036
"Alexis Díaz","CIN",1,3,24,46,0,44,8.795455307999985,5.3181822792558044,0.8181818891162776,0.2631578947368421,0.66780822,0.353448275,0.078431372,94.08840646162528,4.090909445581388,3.99,4.435299957685244,5.009105384997482,0.21111050248146057,"Alexis Diaz",21132,664747
"Josh Winder","MIN",0,0,0,4,0,9,10,1,0,0.28,0.6,0.4,0,95.11592511432927,3,2.62,1.9403503523932564,4.12818624774615,0.2007443755865097,"Josh Winder",24606,680739
"Kaleb Ort","HOU",1,1,0,9,0,13.2,10.536586591277075,1.3170733239096344,1.3170733239096344,0.10714285714285714,1,0.310344827,0.125,97.76882102272727,1.3170733239096344,1.89,3.162572574615479,3.0333888950366887,0.1989271491765976,"Kaleb Ort",20061,672391
"Tyler Mahle","TEX",0,1,0,3,3,12.2,7.1052635145319645,2.8421054058127857,0.7105263514531964,0.325,0.68181818,0.43902439,0.066666666,91.55750419679752,4.973684460172375,3.85,3.794151553684987,4.561506931508685,0.19721058011054993,"Tyler Mahle",16358,641816
"Bryan Baker","BAL",1,1,0,17,0,21,7.714287115603332,2.571429038534444,0.8571430128448146,0.2857142857142857,0.61320755,0.413793103,0.083333333,96.21062208850931,4.714286570646481,3.72,3.5435250247687295,4.03646487034249,0.19616514444351196,"Bryan Baker",19804,641329
"Pedro Avila","- - -",4,1,1,40,0,67,9.671642892369842,4.029851205154101,0.9402986145359569,0.27218934911242604,0.7480315,0.454022988,0.125,93.68929947006119,3.492537711133554,4.16,3.8491398169750664,3.7569116678481707,0.19290681183338165,"Pedro Avila",18864,658648
"Cody Poteet","NYY",3,0,0,4,4,21,5.571428571428571,3,0.8571428571428571,0.22033898305084745,0.84158416,0.44262295,0.105263157,93.38143503289474,2.142857142857143,5.1,4.305429717472622,4.437737183059965,0.19244764745235443,"Cody Poteet",18769,547001
"Dane Dunning","TEX",4,7,0,22,14,86.1,8.861003991513698,4.06563712551805,1.5637065867377113,0.2851063829787234,0.7047619,0.437246963,0.159574468,89.34382258234797,5.003861077560677,5.1,4.981105419932669,4.37157986964417,0.19137507304549217,"Dane Dunning",19409,641540
"Keegan Thompson","CHC",1,1,1,13,0,18,13,5,1,0.2564102564102564,0.625,0.375,0.133333333,94.02618847017973,3.5,3.85,3.384794796837701,3.202563368943003,0.1883164346218109,"Keegan Thompson",19795,624522
"Michael McGreevy","STL",1,0,0,1,1,7,3.857142857142857,1.2857142857142858,0,0.21739130434782608,0.83333333,0.565217391,0,92.6787821451823,1.2857142857142858,4.67,2.7340011460440503,3.8158980173724037,0.18756107985973358,"Michael McGreevy",29869,700241
